hours,price
1666.0,27.75
1667.0,64.6
1668.0,19.52
1669.0,18.92
1670.0,16.01
1671.0,19.49
1672.0,18.73
1673.0,17.85
1674.0,15.48
1675.0,51.7
1676.0,19.05
1677.0,19.38
1678.0,22.34
1679.0,16.2
1680.0,13.67
1681.0,14.09
1682.0,13.86
1683.0,13.66
1684.0,13.96
1685.0,16.37
1686.0,45.18
1687.0,70.8
1688.0,20.61
1689.0,22.38
1690.0,21.51
1691.0,28.97
1692.0,52.18
1693.0,20.12
1694.0,18.21
1695.0,18.68
1696.0,19.67
1697.0,21.48
1698.0,18.86
1699.0,21.28
1700.0,27.37
1701.0,23.03
1702.0,18.46
1703.0,16.94
1704.0,16.57
1705.0,16.36
1706.0,15.16
1707.0,14.46
1708.0,15.52
1709.0,15.83
1710.0,20.25
1711.0,28.08
1712.0,22.99
1713.0,19.76
1714.0,20.37
1715.0,18.75
1716.0,18.02
1717.0,17.13
1718.0,16.76
1719.0,16.92
1720.0,16.28
1721.0,18.4
1722.0,19.01
1723.0,22.71
1724.0,19.43
1725.0,18.09
1726.0,14.74
1727.0,13.4
1728.0,12.22
1729.0,10.85
1730.0,10.06
1731.0,10.02
1732.0,11.29
1733.0,12.48
1734.0,14.49
1735.0,17.63
1736.0,19.9
1737.0,20.52
1738.0,17.07
1739.0,16.4
1740.0,17.45
1741.0,16.06
1742.0,14.55
1743.0,14.02
1744.0,14.72
1745.0,14.79
1746.0,13.64
1747.0,18.35
1748.0,18.36
1749.0,17.99
1750.0,14.52
1751.0,14.96
1752.0,14.08
1753.0,14.74
1754.0,13.96
1755.0,14.35
1756.0,14.16
1757.0,14.93
1758.0,15.99
1759.0,17.2
1760.0,17.92
1761.0,18.4
1762.0,17.57
1763.0,21.67
1764.0,20.93
1765.0,19.15
1766.0,17.58
1767.0,17.33
1768.0,18.6
1769.0,21.14
1770.0,20.34
1771.0,21.01
1772.0,20.06
1773.0,19.41
1774.0,18.52
1775.0,17.73
1776.0,15.97
1777.0,16.79
1778.0,16.86
1779.0,16.86
1780.0,17.01
1781.0,16.44
1782.0,15.69
1783.0,16.05
1784.0,19.17
1785.0,20.38
1786.0,22.95
1787.0,18.95
1788.0,18.02
1789.0,17.68
1790.0,17.17
1791.0,16.95
1792.0,17.04
1793.0,18.44
1794.0,18.14
1795.0,21.74
1796.0,29.78
1797.0,20.81
1798.0,18.33
1799.0,17.26
1800.0,17.82
1801.0,17.28
1802.0,16.57
1803.0,16.86
1804.0,17.4
1805.0,17.74
1806.0,19.53
1807.0,27.52
1808.0,23.17
1809.0,22.44
1810.0,24.17
1811.0,20.69
1812.0,21.43
1813.0,24.97
1814.0,19.37
1815.0,19.69
1816.0,19.51
1817.0,20.13
1818.0,19.95
1819.0,21.13
1820.0,19.71
1821.0,22.04
1822.0,17.96
1823.0,17.72
1824.0,17.37
1825.0,16.96
1826.0,15.22
1827.0,14.79
1828.0,15.81
1829.0,16.25
1830.0,16.15
1831.0,19.89
1832.0,27.16
1833.0,32.86
1834.0,28.69
1835.0,24.8
1836.0,21.61
1837.0,18.8
1838.0,18.04
1839.0,17.57
1840.0,16.98
1841.0,17.52
1842.0,18.57
1843.0,19.9
1844.0,20.13
1845.0,18.63
1846.0,17.2
1847.0,15.96
1848.0,14.41
1849.0,14.93
1850.0,14.14
1851.0,15.69
1852.0,15.8
1853.0,16.57
1854.0,16.68
1855.0,20.49
1856.0,18.65
1857.0,19.65
1858.0,18.25
1859.0,18.85
1860.0,19.88
1861.0,26.38
1862.0,20.19
1863.0,18.55
1864.0,19.53
1865.0,19.66
1866.0,19.41
1867.0,25.83
1868.0,18.93
1869.0,20.42
1870.0,16.66
1871.0,15.87
1872.0,14.54
1873.0,14.77
1874.0,14.35
1875.0,14.03
1876.0,13.23
1877.0,14.33
1878.0,14.89
1879.0,15.83
1880.0,18.29
1881.0,18.9
1882.0,18.65
1883.0,18.14
1884.0,18.63
1885.0,18.45
1886.0,18.28
1887.0,18.2
1888.0,17.52
1889.0,17.69
1890.0,16.57
1891.0,16.87
1892.0,16.22
1893.0,14.29
1894.0,12.18
1895.0,11.23
1896.0,9.85
1897.0,10.12
1898.0,9.27
1899.0,8.73
1900.0,8.92
1901.0,9.72
1902.0,9.62
1903.0,12.35
1904.0,12.69
1905.0,14.29
1906.0,14.62
1907.0,14.76
1908.0,16.9
1909.0,15.41
1910.0,15.3
1911.0,14.01
1912.0,14.39
1913.0,16.65
1914.0,16.46
1915.0,18.98
1916.0,17.03
1917.0,16.2
1918.0,14.06
1919.0,12.75
1920.0,12.14
1921.0,11.79
1922.0,11.57
1923.0,11.28
1924.0,10.95
1925.0,11.25
1926.0,11.27
1927.0,13.82
1928.0,16.23
1929.0,21.02
1930.0,18.54
1931.0,19.14
1932.0,18.25
1933.0,16.15
1934.0,16.77
1935.0,16.33
1936.0,17.04
1937.0,18.69
1938.0,18.9
1939.0,34.17
1940.0,24.76
1941.0,18.23
1942.0,15.85
1943.0,15.39
1944.0,13.72
1945.0,14.11
1946.0,14.1
1947.0,13.91
1948.0,14.35
1949.0,15.24
1950.0,15.45
1951.0,14.5
1952.0,15.57
1953.0,14.5
1954.0,14.19
1955.0,15.23
1956.0,16.38
1957.0,15.3
1958.0,14.44
1959.0,15.54
1960.0,17.9
1961.0,17.59
1962.0,17.94
1963.0,20.16
1964.0,19.09
1965.0,17.48
1966.0,17.0
1967.0,15.35
1968.0,14.19
1969.0,14.84
1970.0,14.77
1971.0,14.08
1972.0,14.81
1973.0,16.97
1974.0,16.24
1975.0,21.91
1976.0,20.9
1977.0,20.17
1978.0,22.62
1979.0,24.27
1980.0,26.55
1981.0,21.41
1982.0,19.96
1983.0,18.18
1984.0,20.58
1985.0,19.77
1986.0,17.29
1987.0,20.02
1988.0,18.38
1989.0,17.3
1990.0,16.11
1991.0,15.62
1992.0,14.28
1993.0,15.31
1994.0,15.09
1995.0,15.48
1996.0,16.04
1997.0,17.35
1998.0,18.37
1999.0,21.51
2000.0,30.93
2001.0,19.36
2002.0,22.27
2003.0,28.88
2004.0,21.73
2005.0,16.7
2006.0,16.65
2007.0,16.26
2008.0,15.07
2009.0,16.61
2010.0,18.28
2011.0,20.42
2012.0,18.43
2013.0,17.73
2014.0,17.08
2015.0,15.1
2016.0,12.55
2017.0,13.64
2018.0,12.48
2019.0,12.61
2020.0,13.42
2021.0,14.24
2022.0,15.12
2023.0,18.38
2024.0,21.37
2025.0,19.02
2026.0,20.22
2027.0,23.57
2028.0,18.37
2029.0,18.0
2030.0,17.2
2031.0,15.3
2032.0,17.6
2033.0,16.47
2034.0,16.12
2035.0,17.48
2036.0,17.6
2037.0,14.74
2038.0,13.98
2039.0,12.6
2040.0,12.26
2041.0,11.81
2042.0,12.28
2043.0,12.33
2044.0,13.32
2045.0,14.29
2046.0,16.4
2047.0,16.74
2048.0,20.14
2049.0,17.77
2050.0,17.45
2051.0,15.93
2052.0,16.07
2053.0,14.56
2054.0,13.97
2055.0,13.51
2056.0,14.25
2057.0,16.49
2058.0,16.23
2059.0,17.35
2060.0,17.2
2061.0,15.19
2062.0,12.83
2063.0,12.34
2064.0,11.69
2065.0,11.49
2066.0,10.87
2067.0,10.23
2068.0,10.24
2069.0,10.7
2070.0,11.73
2071.0,13.63
2072.0,13.32
2073.0,12.61
2074.0,18.58
2075.0,16.52
2076.0,16.93
2077.0,17.32
2078.0,17.19
2079.0,15.15
2080.0,13.12
2081.0,12.97
2082.0,13.96
2083.0,19.26
2084.0,16.14
2085.0,13.41
2086.0,13.82
2087.0,12.23
2088.0,11.48
2089.0,11.18
2090.0,11.34
2091.0,10.75
2092.0,10.28
2093.0,10.47
2094.0,11.42
2095.0,11.7
2096.0,11.59
2097.0,13.18
2098.0,13.94
2099.0,17.53
2100.0,23.84
2101.0,18.32
2102.0,17.59
2103.0,17.28
2104.0,23.62
2105.0,18.36
2106.0,17.3
2107.0,17.04
2108.0,17.27
2109.0,15.77
2110.0,16.35
2111.0,10.94
2112.0,9.81
2113.0,9.52
2114.0,8.46
2115.0,8.44
2116.0,7.35
2117.0,6.85
2118.0,6.94
2119.0,7.3
2120.0,7.7
2121.0,9.61
2122.0,11.95
2123.0,13.61
2124.0,17.72
2125.0,16.3
2126.0,14.37
2127.0,12.68
2128.0,16.31
2129.0,17.31
2130.0,16.65
2131.0,17.63
2132.0,29.26
2133.0,16.63
2134.0,12.63
2135.0,10.61
2136.0,9.78
2137.0,9.36
2138.0,8.86
2139.0,8.53
2140.0,8.77
2141.0,8.71
2142.0,12.61
2143.0,14.21
2144.0,16.85
2145.0,16.82
2146.0,15.73
2147.0,18.5
2148.0,17.91
2149.0,16.24
2150.0,15.37
2151.0,15.9
2152.0,26.44
2153.0,16.87
2154.0,16.45
2155.0,18.59
2156.0,18.31
2157.0,17.33
2158.0,14.74
2159.0,14.91
2160.0,11.46
2161.0,11.62
2162.0,11.03
2163.0,10.95
2164.0,10.74
2165.0,12.7
2166.0,15.17
2167.0,32.05
2168.0,28.58
2169.0,20.14
2170.0,21.34
2171.0,32.35
2172.0,18.5
2173.0,22.3
2174.0,26.13
2175.0,18.2
2176.0,21.2
2177.0,24.82
2178.0,17.08
2179.0,17.7
2180.0,15.96
2181.0,17.15
2182.0,19.92
2183.0,18.47
2184.0,14.72
2185.0,14.89
2186.0,14.79
2187.0,14.53
2188.0,15.11
2189.0,15.53
2190.0,40.9
2191.0,22.39
2192.0,28.64
2193.0,22.3
2194.0,35.78
2195.0,17.59
2196.0,18.57
2197.0,17.37
2198.0,15.82
2199.0,14.36
2200.0,16.11
2201.0,17.13
2202.0,15.81
2203.0,16.43
2204.0,16.94
2205.0,16.5
2206.0,17.1
2207.0,14.88
2208.0,13.28
2209.0,12.89
2210.0,12.79
2211.0,13.48
2212.0,13.55
2213.0,15.05
2214.0,15.7
2215.0,16.33
2216.0,14.02
2217.0,15.4
2218.0,14.46
2219.0,14.27
2220.0,14.65
2221.0,12.48
2222.0,15.22
2223.0,11.02
2224.0,11.53
2225.0,12.31
2226.0,13.91
2227.0,13.98
2228.0,15.58
2229.0,14.34
2230.0,13.98
2231.0,15.77
2232.0,12.09
2233.0,12.59
2234.0,13.44
2235.0,12.13
2236.0,13.04
2237.0,12.94
2238.0,18.81
2239.0,15.31
2240.0,15.74
2241.0,26.67
2242.0,14.48
2243.0,14.06
2244.0,14.43
2245.0,13.95
2246.0,13.07
2247.0,14.06
2248.0,13.02
2249.0,14.22
2250.0,14.98
2251.0,15.33
2252.0,18.07
2253.0,14.14
2254.0,13.29
2255.0,11.38
2256.0,13.17
2257.0,11.79
2258.0,11.22
2259.0,12.12
2260.0,11.58
2261.0,11.81
2262.0,13.23
2263.0,11.8
2264.0,12.99
2265.0,14.2
2266.0,15.82
2267.0,16.94
2268.0,16.99
2269.0,21.11
2270.0,16.89
2271.0,15.42
2272.0,18.28
2273.0,21.77
2274.0,16.61
2275.0,24.78
2276.0,19.88
2277.0,17.33
2278.0,15.08
2279.0,13.48
2280.0,14.41
2281.0,14.22
2282.0,12.55
2283.0,11.67
2284.0,13.3
2285.0,13.32
2286.0,12.91
2287.0,11.71
2288.0,11.93
2289.0,11.59
2290.0,13.9
2291.0,14.48
2292.0,13.74
2293.0,12.24
2294.0,12.91
2295.0,26.44
2296.0,13.21
2297.0,16.23
2298.0,16.81
2299.0,15.19
2300.0,17.38
2301.0,14.08
2302.0,12.7
2303.0,12.42
2304.0,10.43
2305.0,10.82
2306.0,10.64
2307.0,10.16
2308.0,11.08
2309.0,12.18
2310.0,13.54
2311.0,13.51
2312.0,14.16
2313.0,14.02
2314.0,15.1
2315.0,21.43
2316.0,21.51
2317.0,14.07
2318.0,13.22
2319.0,13.61
2320.0,14.6
2321.0,16.06
2322.0,16.19
2323.0,14.16
2324.0,16.18
2325.0,12.46
2326.0,11.48
2327.0,10.65
2328.0,10.16
2329.0,9.45
2330.0,9.08
2331.0,8.89
2332.0,8.8
2333.0,9.08
2334.0,9.91
2335.0,12.29
2336.0,13.29
2337.0,25.71
2338.0,14.45
2339.0,15.57
2340.0,17.36
2341.0,16.08
2342.0,16.22
2343.0,15.68
2344.0,14.23
2345.0,14.38
2346.0,14.75
2347.0,13.88
2348.0,17.06
2349.0,14.15
2350.0,12.77
2351.0,12.07
2352.0,10.15
2353.0,10.15
2354.0,10.34
2355.0,10.51
2356.0,10.97
2357.0,11.13
2358.0,11.63
2359.0,14.12
2360.0,33.49
2361.0,20.99
2362.0,17.06
2363.0,21.48
2364.0,20.74
2365.0,17.81
2366.0,17.65
2367.0,17.06
2368.0,16.32
2369.0,18.29
2370.0,24.82
2371.0,18.54
2372.0,36.57
2373.0,36.27
2374.0,23.41
2375.0,25.52
2376.0,14.46
2377.0,12.39
2378.0,10.41
2379.0,10.37
2380.0,10.78
2381.0,11.47
2382.0,11.11
2383.0,13.1
2384.0,15.64
2385.0,15.44
2386.0,13.32
2387.0,12.08
2388.0,17.53
2389.0,16.42
2390.0,14.68
2391.0,11.12
2392.0,11.33
2393.0,11.74
2394.0,16.08
2395.0,14.48
2396.0,16.23
2397.0,15.98
2398.0,13.26
2399.0,13.17
2400.0,12.59
2401.0,14.27
2402.0,14.53
2403.0,13.69
2404.0,13.98
2405.0,15.51
2406.0,16.52
2407.0,17.43
2408.0,19.45
2409.0,19.37
2410.0,21.41
2411.0,17.89
2412.0,18.53
2413.0,19.73
2414.0,17.64
2415.0,16.21
2416.0,16.66
2417.0,17.07
2418.0,29.72
2419.0,37.62
2420.0,29.87
2421.0,24.21
2422.0,50.43
2423.0,19.87
2424.0,21.58
2425.0,20.47
2426.0,18.12
2427.0,19.49
2428.0,23.0
2429.0,16.78
2430.0,17.39
2431.0,17.3
2432.0,15.65
2433.0,15.75
2434.0,16.96
2435.0,16.78
2436.0,16.21
2437.0,14.78
2438.0,13.71
2439.0,13.63
2440.0,14.15
2441.0,15.18
2442.0,19.68
2443.0,26.44
2444.0,67.48
2445.0,18.21
2446.0,16.5
2447.0,15.31
2448.0,16.26
2449.0,15.6
2450.0,16.87
2451.0,16.75
2452.0,16.31
2453.0,16.77
2454.0,15.66
2455.0,15.14
2456.0,15.8
2457.0,16.78
2458.0,17.14
2459.0,25.05
2460.0,17.91
2461.0,16.82
2462.0,15.22
2463.0,14.97
2464.0,16.85
2465.0,18.03
2466.0,17.69
2467.0,17.38
2468.0,16.98
2469.0,19.04
2470.0,16.14
2471.0,14.42
2472.0,12.27
2473.0,11.92
2474.0,10.51
2475.0,10.18
2476.0,10.72
2477.0,11.2
2478.0,10.82
2479.0,14.19
2480.0,15.74
2481.0,18.04
2482.0,20.01
2483.0,25.54
2484.0,18.45
2485.0,18.82
2486.0,18.2
2487.0,16.66
2488.0,16.22
2489.0,17.13
2490.0,18.02
2491.0,18.71
2492.0,65.06
2493.0,17.62
2494.0,18.79
2495.0,34.24
2496.0,14.43
2497.0,14.78
2498.0,13.44
2499.0,13.6
2500.0,13.81
2501.0,16.39
2502.0,18.14
2503.0,21.32
2504.0,15.95
2505.0,16.04
2506.0,16.01
2507.0,15.45
2508.0,15.48
2509.0,14.91
2510.0,15.59
2511.0,15.34
2512.0,16.02
2513.0,15.77
2514.0,15.77
2515.0,16.99
2516.0,20.31
2517.0,20.96
2518.0,23.15
2519.0,16.53
2520.0,15.2
2521.0,17.4
2522.0,16.46
2523.0,15.61
2524.0,17.46
2525.0,16.66
2526.0,19.76
2527.0,20.36
2528.0,19.58
2529.0,18.53
2530.0,17.31
2531.0,16.01
2532.0,16.2
2533.0,16.44
2534.0,15.05
2535.0,13.61
2536.0,14.4
2537.0,14.85
2538.0,15.39
2539.0,23.48
2540.0,18.35
2541.0,18.97
2542.0,17.51
2543.0,17.29
2544.0,15.56
2545.0,17.65
2546.0,16.94
2547.0,16.57
2548.0,17.14
2549.0,20.17
2550.0,18.52
2551.0,22.9
2552.0,21.56
2553.0,17.82
2554.0,16.95
2555.0,16.33
2556.0,17.31
2557.0,21.11
2558.0,24.4
2559.0,15.05
2560.0,14.65
2561.0,15.3
2562.0,16.5
2563.0,17.59
2564.0,18.91
2565.0,18.32
2566.0,18.67
2567.0,15.94
2568.0,15.31
2569.0,17.27
2570.0,17.34
2571.0,16.97
2572.0,18.1
2573.0,17.29
2574.0,22.15
2575.0,17.87
2576.0,16.91
2577.0,18.44
2578.0,17.82
2579.0,18.87
2580.0,19.45
2581.0,18.14
2582.0,17.99
2583.0,18.84
2584.0,19.09
2585.0,19.64
2586.0,17.23
2587.0,19.85
2588.0,22.97
2589.0,20.05
2590.0,15.71
2591.0,16.15
2592.0,15.59
2593.0,15.6
2594.0,15.26
2595.0,14.53
2596.0,14.91
2597.0,16.4
2598.0,17.79
2599.0,17.65
2600.0,29.43
2601.0,49.67
2602.0,20.52
2603.0,19.07
2604.0,15.45
2605.0,14.54
2606.0,14.46
2607.0,13.54
2608.0,13.68
2609.0,14.13
2610.0,14.73
2611.0,18.18
2612.0,42.19
2613.0,31.43
2614.0,16.59
2615.0,15.43
2616.0,14.79
2617.0,17.07
2618.0,15.28
2619.0,15.11
2620.0,16.13
2621.0,18.05
2622.0,18.45
2623.0,15.8
2624.0,13.55
2625.0,15.43
2626.0,14.93
2627.0,15.47
2628.0,15.07
2629.0,14.67
2630.0,15.37
2631.0,16.25
2632.0,18.1
2633.0,29.72
2634.0,19.66
2635.0,17.62
2636.0,29.8
2637.0,18.58
2638.0,16.54
2639.0,14.63
2640.0,13.41
2641.0,15.79
2642.0,15.5
2643.0,15.46
2644.0,15.92
2645.0,17.17
2646.0,18.85
2647.0,36.97
2648.0,32.31
2649.0,61.27
2650.0,26.75
2651.0,18.03
2652.0,17.66
2653.0,16.05
2654.0,15.52
2655.0,13.67
2656.0,13.39
2657.0,13.64
2658.0,13.04
2659.0,14.97
2660.0,16.94
2661.0,17.57
2662.0,13.67
2663.0,14.15
2664.0,12.17
2665.0,12.24
2666.0,12.15
2667.0,11.58
2668.0,12.19
2669.0,12.92
2670.0,13.76
2671.0,14.4
2672.0,15.62
2673.0,13.78
2674.0,13.72
2675.0,13.79
2676.0,14.67
2677.0,36.19
2678.0,16.6
2679.0,13.61
2680.0,13.43
2681.0,12.83
2682.0,13.3
2683.0,13.36
2684.0,33.66
2685.0,17.76
2686.0,17.71
2687.0,16.72
2688.0,16.08
2689.0,14.78
2690.0,15.04
2691.0,14.72
2692.0,15.77
2693.0,16.93
2694.0,18.33
2695.0,17.24
2696.0,16.96
2697.0,17.13
2698.0,17.73
2699.0,17.05
2700.0,16.77
2701.0,15.25
2702.0,15.24
2703.0,16.22
2704.0,16.44
2705.0,20.79
2706.0,18.06
2707.0,19.03
2708.0,18.85
2709.0,16.74
2710.0,15.48
2711.0,14.76
2712.0,14.05
2713.0,14.4
2714.0,15.02
2715.0,14.21
2716.0,15.41
2717.0,15.19
2718.0,17.03
2719.0,20.73
2720.0,19.12
2721.0,22.42
2722.0,19.14
2723.0,24.19
2724.0,19.4
2725.0,18.69
2726.0,18.8
2727.0,26.01
2728.0,18.82
2729.0,24.7
2730.0,19.7
2731.0,20.03
2732.0,18.52
2733.0,18.49
2734.0,17.57
2735.0,16.66
2736.0,15.09
2737.0,15.54
2738.0,15.14
2739.0,14.6
2740.0,15.05
2741.0,16.35
2742.0,18.73
2743.0,20.09
2744.0,32.31
2745.0,19.76
2746.0,22.41
2747.0,21.16
2748.0,21.85
2749.0,19.23
2750.0,19.19
2751.0,18.06
2752.0,18.89
2753.0,19.48
2754.0,17.29
2755.0,16.91
2756.0,17.38
2757.0,16.74
2758.0,17.04
2759.0,15.45
2760.0,15.55
2761.0,17.13
2762.0,16.42
2763.0,16.0
2764.0,15.47
2765.0,15.83
2766.0,16.06
2767.0,13.42
2768.0,16.57
2769.0,16.54
2770.0,16.52
2771.0,15.7
2772.0,15.63
2773.0,14.38
2774.0,13.72
2775.0,13.86
2776.0,15.57
2777.0,17.15
2778.0,17.26
2779.0,15.98
2780.0,21.63
2781.0,16.17
2782.0,12.55
2783.0,10.88
2784.0,11.48
2785.0,12.05
2786.0,11.88
2787.0,12.44
2788.0,12.62
2789.0,13.0
2790.0,13.85
2791.0,14.19
2792.0,16.04
2793.0,20.6
2794.0,18.25
2795.0,18.92
2796.0,19.16
2797.0,20.17
2798.0,17.91
2799.0,21.43
2800.0,19.49
2801.0,19.21
2802.0,19.61
2803.0,20.32
2804.0,34.05
2805.0,32.18
2806.0,22.11
2807.0,17.09
2808.0,15.25
2809.0,15.16
2810.0,14.76
2811.0,13.43
2812.0,16.23
2813.0,14.99
2814.0,38.2
2815.0,24.5
2816.0,21.8
2817.0,38.14
2818.0,20.24
2819.0,17.22
2820.0,18.99
2821.0,17.91
2822.0,17.42
2823.0,16.68
2824.0,16.76
2825.0,18.07
2826.0,20.51
2827.0,27.16
2828.0,19.61
2829.0,17.17
2830.0,17.43
2831.0,15.42
2832.0,14.37
2833.0,13.4
2834.0,13.73
2835.0,15.55
2836.0,13.71
2837.0,18.0
2838.0,17.34
2839.0,17.56
2840.0,18.04
2841.0,17.5
2842.0,38.13
2843.0,19.56
2844.0,29.58
2845.0,27.02
2846.0,16.75
2847.0,14.52
2848.0,15.18
2849.0,18.52
2850.0,16.56
2851.0,14.89
2852.0,16.33
2853.0,16.39
2854.0,15.88
2855.0,13.11
2856.0,12.38
2857.0,13.33
2858.0,11.62
2859.0,10.96
2860.0,12.9
2861.0,14.67
2862.0,14.18
2863.0,15.16
2864.0,16.3
2865.0,14.76
2866.0,17.46
2867.0,18.56
2868.0,17.35
2869.0,16.69
2870.0,16.53
2871.0,17.42
2872.0,19.51
2873.0,16.38
2874.0,17.07
2875.0,16.68
2876.0,18.21
2877.0,16.35
2878.0,15.22
2879.0,13.31
2880.0,13.27
2881.0,13.09
2882.0,8.36
2883.0,5.9
2884.0,8.24
2885.0,11.03
2886.0,13.01
2887.0,13.97
2888.0,16.95
2889.0,20.03
2890.0,18.3
2891.0,17.13
2892.0,183.24
2893.0,23.26
2894.0,25.11
2895.0,20.1
2896.0,20.72
2897.0,18.36
2898.0,17.5
2899.0,18.0
2900.0,34.12
2901.0,25.95
2902.0,20.64
2903.0,18.37
2904.0,17.62
2905.0,17.06
2906.0,15.97
2907.0,16.48
2908.0,15.45
2909.0,20.53
2910.0,15.11
2911.0,16.81
2912.0,21.96
2913.0,18.14
2914.0,21.83
2915.0,34.32
2916.0,18.98
2917.0,18.95
2918.0,16.75
2919.0,16.38
2920.0,16.85
2921.0,17.91
2922.0,16.56
2923.0,16.45
2924.0,23.81
2925.0,15.88
2926.0,13.51
2927.0,14.48
2928.0,12.18
2929.0,11.94
2930.0,11.45
2931.0,10.8
2932.0,13.13
2933.0,14.46
2934.0,11.4
2935.0,9.44
2936.0,10.4
2937.0,12.08
2938.0,12.54
2939.0,12.89
2940.0,12.99
2941.0,12.15
2942.0,11.48
2943.0,12.01
2944.0,13.78
2945.0,17.18
2946.0,24.85
2947.0,17.32
2948.0,26.77
2949.0,19.16
2950.0,14.45
2951.0,12.82
2952.0,12.06
2953.0,13.22
2954.0,12.72
2955.0,11.68
2956.0,11.57
2957.0,11.74
2958.0,10.07
2959.0,9.26
2960.0,10.78
2961.0,12.27
2962.0,12.84
2963.0,19.95
2964.0,20.35
2965.0,15.55
2966.0,17.45
2967.0,16.47
2968.0,22.84
2969.0,17.6
2970.0,23.59
2971.0,37.71
2972.0,23.58
2973.0,19.25
2974.0,16.41
2975.0,15.13
2976.0,16.26
2977.0,14.21
2978.0,12.74
2979.0,12.25
2980.0,11.75
2981.0,11.81
2982.0,9.75
2983.0,10.97
2984.0,15.14
2985.0,15.49
2986.0,16.17
2987.0,19.2
2988.0,15.62
2989.0,24.11
2990.0,54.63
2991.0,22.71
2992.0,26.4
2993.0,21.68
2994.0,16.13
2995.0,15.18
2996.0,17.36
2997.0,16.56
2998.0,16.86
2999.0,13.18
3000.0,14.61
3001.0,15.75
3002.0,12.41
3003.0,12.81
3004.0,13.96
3005.0,18.04
3006.0,14.78
3007.0,19.88
3008.0,22.21
3009.0,37.57
3010.0,18.3
3011.0,18.19
3012.0,17.55
3013.0,27.68
3014.0,17.55
3015.0,17.03
3016.0,19.7
3017.0,22.22
3018.0,18.1
3019.0,17.02
3020.0,17.61
3021.0,19.0
3022.0,25.31
3023.0,22.34
3024.0,17.22
3025.0,32.95
3026.0,16.74
3027.0,15.89
3028.0,15.01
3029.0,16.37
3030.0,22.05
3031.0,20.28
3032.0,28.24
3033.0,28.77
3034.0,25.11
3035.0,22.75
3036.0,28.76
3037.0,41.71
3038.0,19.37
3039.0,17.58
3040.0,17.02
3041.0,17.65
3042.0,17.04
3043.0,17.33
3044.0,19.87
3045.0,19.99
3046.0,16.36
3047.0,16.95
3048.0,11.78
3049.0,9.64
3050.0,10.57
3051.0,12.66
3052.0,11.02
3053.0,16.31
3054.0,16.27
3055.0,15.64
3056.0,16.41
3057.0,18.15
3058.0,18.85
3059.0,17.64
3060.0,14.08
3061.0,14.24
3062.0,13.55
3063.0,12.76
3064.0,13.25
3065.0,13.67
3066.0,12.8
3067.0,13.87
3068.0,20.74
3069.0,24.54
3070.0,15.69
3071.0,13.71
3072.0,13.33
3073.0,13.7
3074.0,12.22
3075.0,10.32
3076.0,14.15
3077.0,13.46
3078.0,14.69
3079.0,14.53
3080.0,15.0
3081.0,15.98
3082.0,17.86
3083.0,17.35
3084.0,18.47
3085.0,18.48
3086.0,19.01
3087.0,17.33
3088.0,18.07
3089.0,19.28
3090.0,17.53
3091.0,16.7
3092.0,34.6
3093.0,24.33
3094.0,17.92
3095.0,19.46
3096.0,17.06
3097.0,21.34
3098.0,18.36
3099.0,19.55
3100.0,42.45
3101.0,28.56
3102.0,28.02
3103.0,16.66
3104.0,16.94
3105.0,16.49
3106.0,18.0
3107.0,21.83
3108.0,14.89
3109.0,16.22
3110.0,16.46
3111.0,16.63
3112.0,14.19
3113.0,13.34
3114.0,14.11
3115.0,16.23
3116.0,25.14
3117.0,20.95
3118.0,14.82
3119.0,12.71
3120.0,14.34
3121.0,15.09
3122.0,14.61
3123.0,13.9
3124.0,16.5
3125.0,29.71
3126.0,16.2
3127.0,13.72
3128.0,13.72
3129.0,14.48
3130.0,15.21
3131.0,13.58
3132.0,9.12
3133.0,10.41
3134.0,9.86
3135.0,9.07
3136.0,10.55
3137.0,11.23
3138.0,23.88
3139.0,22.7
3140.0,25.93
3141.0,24.17
3142.0,19.11
3143.0,14.06
3144.0,14.75
3145.0,13.42
3146.0,12.65
3147.0,13.22
3148.0,14.33
3149.0,18.38
3150.0,17.21
3151.0,19.3
3152.0,21.98
3153.0,17.99
3154.0,40.2
3155.0,43.72
3156.0,20.6
3157.0,21.91
3158.0,15.65
3159.0,16.08
3160.0,20.1
3161.0,25.09
3162.0,35.71
3163.0,17.13
3164.0,18.24
3165.0,16.67
3166.0,17.0
3167.0,16.04
3168.0,13.76
3169.0,15.18
3170.0,14.15
3171.0,13.91
3172.0,15.12
3173.0,16.95
3174.0,18.99
3175.0,17.05
3176.0,26.47
3177.0,17.72
3178.0,18.56
3179.0,17.69
3180.0,18.21
3181.0,19.83
3182.0,37.89
3183.0,13.33
3184.0,15.3
3185.0,14.61
3186.0,15.34
3187.0,16.04
3188.0,19.01
3189.0,19.86
3190.0,16.22
3191.0,13.62
3192.0,11.59
3193.0,12.33
3194.0,15.91
3195.0,15.4
3196.0,15.27
3197.0,19.83
3198.0,18.99
3199.0,19.94
3200.0,20.58
3201.0,24.84
3202.0,15.3
3203.0,12.76
3204.0,13.55
3205.0,14.21
3206.0,14.11
3207.0,13.22
3208.0,12.71
3209.0,14.41
3210.0,16.55
3211.0,16.3
3212.0,15.72
3213.0,14.91
3214.0,12.53
3215.0,11.08
3216.0,10.37
3217.0,10.36
3218.0,10.82
3219.0,10.38
3220.0,10.36
